baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000169047.5 236.632180383452 -7.31540721887237 1.13050887508306 -6.47089764627889 9.74224126365146e-11 4.98395169135883e-09
ENSG00000108510.9 287.093500980009 -7.44979099784431 1.15188991378282 -6.46745049913593 9.96701747212795e-11 5.07306011132116e-09
ENSG00000088205.12 250.035573245581 -7.88798791660748 1.22066160611734 -6.46205949058842 1.03287474364536e-10 5.23062376491517e-09
ENSG00000264522.5 122.92796515622 -7.1193554556676 1.10290654043797 -6.45508499100971 1.08158185188792e-10 5.44975941149758e-09
ENSG00000129315.9 93.7734910451984 -7.33717676424117 1.13918472038044 -6.44072610260331 1.18903278465585e-10 5.96121586587212e-09
ENSG00000117143.13 431.059414503531 -8.1798700781077 1.27426674403002 -6.41927611815237 1.36923860952783e-10 6.830525143152e-09
ENSG00000054116.11 183.983106061874 -7.0745001248756 1.10339230993722 -6.41159092841432 1.44008824496068e-10 7.14839843179246e-09
ENSG00000089234.15 139.419633885692 -7.01796171672135 1.09485406810826 -6.40995171972765 1.45565726740177e-10 7.19008641391013e-09
ENSG00000122692.8 193.049385142508 -7.95373985562288 1.24177840922782 -6.40512010558214 1.50251054224684e-10 7.38513392505349e-09
ENSG00000069329.15 478.426083991582 -3.30111885295026 0.516739435037249 -6.3883625462266 1.67671440935534e-10 8.20117823541758e-09
ENSG00000123374.10 155.35118742746 -7.26456841808696 1.14154727609653 -6.36379111947761 1.96833781856547e-10 9.55551644187981e-09
ENSG00000138639.17 98.8619554747776 -7.02430076740478 1.10391461351758 -6.36308341369097 1.97743228961e-10 9.55551644187981e-09
ENSG00000165417.11 127.158950036414 -7.85739407306941 1.23491234166303 -6.36271402267146 1.98219549208238e-10 9.55551644187981e-09
ENSG00000198682.12 168.975778065909 -7.80428211947192 1.22782226534221 -6.35619856372025 2.0680766815513e-10 9.92182051957649e-09
ENSG00000140526.17 102.761922396991 -7.75526909057671 1.22044724465968 -6.3544484405299 2.09175790266429e-10 9.98764594762612e-09
