baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000001167.14 234.544452666231 0.993606620554766 0.324052723882826 3.06618814571064 0.00216806841542338 0.0203741537033273
ENSG00000003249.13 29.3412929857158 5.12264531002192 1.36707361282515 3.74716128082938 0.000178847100838278 0.00216582111123843
ENSG00000006625.17 160.2230116697 1.43831868703601 0.424624464208362 3.38727230358125 0.000705912858426218 0.00747432759391731
ENSG00000008018.8 1626.2755469699 1.17060905267391 0.269173734852797 4.34889776045229 1.36823476326417e-05 0.000202648300904724
ENSG00000008394.12 1348.63100614204 1.17660928953283 0.366083923636153 3.21404250109123 0.00130880299097616 0.0129549531989319
ENSG00000010244.17 798.983655283834 1.39851126706702 0.455838117778482 3.06799982827816 0.00215496741857866 0.0202700359344168
ENSG00000019485.12 23.3680911268787 5.61620254753568 1.24419417572463 4.51392769481881 6.36379208678764e-06 0.000102588011662732
ENSG00000022840.15 770.888692447947 1.72895066250268 0.619697843910605 2.78998979824124 0.00527097023891402 0.0436793542029677
ENSG00000023572.8 69.7053125651474 6.94821349555675 2.42416166612723 2.86623354896005 0.00415387672089224 0.0359059671382642
ENSG00000025772.7 886.931963444218 1.29276633570258 0.449679704250094 2.87486031387264 0.00404206279615069 0.0351515729895949
ENSG00000034693.14 170.69560105924 1.64082303213254 0.51736657328651 3.17149022927672 0.00151658969807667 0.0148359462464534
ENSG00000038295.7 48.8462781588668 6.95691844821741 1.45883397367185 4.76882124612646 1.85306992558109e-06 3.32988031250925e-05
ENSG00000047056.14 21.0013603971165 5.38183453438084 1.3978270197901 3.85014344277663 0.000118048668203502 0.00147223133840362
ENSG00000047634.14 55.8704905208238 6.30136866628764 1.235355373643 5.10085502579328 3.38122489389875e-07 6.97290954119222e-06
ENSG00000049245.12 313.056698453929 0.913549910581073 0.290044966753223 3.1496837225186 0.00163447302841598 0.0159243145589218
ENSG00000051596.9 44.2782919472247 6.38563721829764 1.34059333527062 4.76329178304367 1.90460126930108e-06 3.41635723207191e-05
ENSG00000058673.15 131.943057927665 6.78283330391684 2.42280991537968 2.79957303330332 0.00511702397106668 0.0427213982996549
ENSG00000063244.12 1411.71815117815 1.23552726915572 0.382658479610391 3.2287988767783 0.00124311286545497 0.0123780463772761
ENSG00000065518.7 823.215753989751 1.33482763118819 0.3698235271779 3.60936374539007 0.000306948948755319 0.00348559129011278
ENSG00000065809.13 166.117143046666 1.53534955960614 0.47159532784973 3.25565048874989 0.00113132924210848 0.0113370880079272
ENSG00000066455.12 383.322586512348 1.90546423696045 0.517244171761608 3.68387763649594 0.000229712545735277 0.00270661303888088
ENSG00000066697.14 197.354296522386 1.97022176354339 0.59523970056975 3.30996363592271 0.000933080925964256 0.0095958999432242
ENSG00000071205.11 34.7974803985865 2.5154871246096 0.855245045230299 2.94124723509183 0.00326893509286155 0.0293969615929353
ENSG00000072135.12 18.826632224034 4.77022379823747 1.50223214625466 3.17542385850983 0.00149617781084567 0.0146792318095396
ENSG00000075785.12 875.62035798036 1.50483296220202 0.507709805953592 2.96396276880177 0.00303705029317741 0.0275339089418534
ENSG00000076604.14 65.9051320444169 1.94504483824929 0.620578921441183 3.13424251299459 0.00172298393873707 0.0166599420961587
ENSG00000078140.13 267.295940160875 1.69850817177216 0.338730464357935 5.01433543921621 5.32170758824632e-07 1.0650850696077e-05
ENSG00000078369.17 2116.32823738649 1.22057733652073 0.442400949953119 2.75898443855076 0.00579812959103034 0.0471515372337885
ENSG00000078808.16 1333.53072534194 1.19698839043955 0.354935124860217 3.37241458114621 0.000745121952406423 0.00786456612292547
ENSG00000080371.5 430.992255737388 1.71473631860622 0.624297573497809 2.74666503827479 0.00602045870528897 0.0486439479757716
ENSG00000082781.11 267.822648987641 1.22537000949166 0.426989301040411 2.86979089758431 0.00410743323674615 0.0356086003113907
ENSG00000084676.15 95.1305300538996 1.99389530046378 0.65911321012884 3.02511809780602 0.00248536060387148 0.023032080198724
ENSG00000087460.23 6933.5268146892 1.23852251706155 0.432449337760853 2.86397135783443 0.00418365839666571 0.0361011555450663
ENSG00000088367.21 186.355250835047 1.03242493803402 0.370140246017978 2.78928041233287 0.00528253053478424 0.0437390038582011
ENSG00000088832.15 236.066469061003 1.98992719667603 0.449105626212837 4.43086677282681 9.38550646759224e-06 0.000144117110797163
ENSG00000088986.10 660.187350323672 1.43115441341427 0.427116124814394 3.35073842982675 0.000805963925696151 0.00843569966905564
