baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000000003.14 467.935128625279 1.06439163610137 0.658648836542632 1.61602295039123 0.106089351254054 0.373772988413352
ENSG00000000419.12 552.08182782955 0.180793687476992 2.60995145187981 0.0692709005551717 0.944773988075233 0.999763820671814
ENSG00000000457.13 24.0530909394486 -1.40085779124216 1.63192787073073 -0.858406683510403 0.390667938344876 0.820361762886717
ENSG00000000460.16 97.5747013070814 0.509804009165606 1.25990406381261 0.404637165486142 0.685744235486809 0.999763820671814
ENSG00000000971.15 18.4706743743916 -4.56270013245215 2.60620348924194 -1.75070755268588 0.0799962977971872 0.314797016087243
ENSG00000001036.13 209.276160547325 -3.04921351781078 1.6069482091244 -1.89751822771703 0.0577595753926748 0.256036809222967
ENSG00000001084.10 190.783170033596 -3.0979217779293 1.51208454344756 -2.04877550752952 0.0404840717994228 0.203068428180496
ENSG00000001167.14 234.544452666231 0.993606620554766 0.324052723882826 3.06618814571064 0.00216806841542338 0.0203741537033273
ENSG00000001460.17 44.1559059366274 1.9985036805644 2.01605022692547 0.991296572810174 0.321540785993398 0.747354997949884
ENSG00000001461.16 133.049121461051 1.28121555145909 0.546243070438434 2.34550444810355 0.0190013518622314 0.1220804581413
ENSG00000001497.16 556.53866742025 0.236979587858195 2.46974796627135 0.0959529438204055 0.923557945436075 0.999763820671814
ENSG00000001561.6 48.5071757778493 -6.57196288729767 1.40290826845723 -4.68452787331904 2.80605981387871e-06 4.86889132665481e-05
ENSG00000001617.11 331.303047701266 0.490469679497426 2.34671849957061 0.209002349275028 0.834446404661967 0.999763820671814
ENSG00000001629.9 202.261400236888 -0.597192759184657 2.00502549602162 -0.29784796271649 0.765819205957529 0.999763820671814
ENSG00000001630.15 328.104837023266 0.926422131687289 1.22253372020461 0.757788612597316 0.448577540547929 0.879369947813087
ENSG00000001631.15 209.593903151703 0.821082104499418 1.37613018714235 0.596660194050726 0.550734274001857 0.959501457658291
ENSG00000002016.17 34.5570764587331 0.998341837409685 0.758643083170892 1.31595721302424 0.188188404047669 0.540987708539556
ENSG00000002330.13 219.246863661255 2.02859658532136 3.05951368308524 0.663045436448485 0.50730145449849 0.93075379301942
ENSG00000002549.12 241.684786436553 0.916405889371811 0.404798371549036 2.26385764810519 0.023582871519882 0.141596079478956
ENSG00000002822.15 104.747446066381 0.86184747790153 0.494507193975003 1.7428411323478 0.0813613692097815 0.317806953278722
ENSG00000002834.17 613.07802144432 0.604924453579234 0.429573347126539 1.4081982916902 0.159072361982812 0.489905083782335
ENSG00000003056.7 224.871025533226 0.285875835707198 0.816958258385965 0.349927101871756 0.726393406984511 0.999763820671814
ENSG00000003096.13 105.084383990277 -0.148608325927196 2.2927022616391 -0.064817978511066 0.948318926769492 0.999763820671814
ENSG00000003249.13 29.3412929857158 5.12264531002192 1.36707361282515 3.74716128082938 0.000178847100838278 0.00216582111123843
ENSG00000003393.14 126.972645787518 0.707888508058903 2.14336033435884 0.330270415436544 0.741195644967912 0.999763820671814
ENSG00000003402.19 123.971980533405 1.05133303841186 0.787677793314394 1.33472474066846 0.181966453063047 0.530709024102145
ENSG00000003436.14 449.860696518029 0.88808292528836 0.820754469686532 1.08203239590951 0.279238133228943 0.689145457592569
ENSG00000003509.15 74.9523375032515 1.6918576568343 0.647536080346281 2.61276198838148 0.00898138255575027 0.0667578375733936
ENSG00000003756.16 327.505043381863 -0.267983514911902 1.20565366886624 -0.222272383713563 0.824101849003725 0.999763820671814
ENSG00000003989.16 18.7430962258546 -0.245413869957146 0.924328591225498 -0.265505007945031 0.790620452474768 0.999763820671814
ENSG00000004059.10 473.023385081358 0.867418457171586 0.398354446539963 2.17750414161517 0.0294429731341918 0.164562258426166
ENSG00000004142.11 240.88155309861 -0.374343644091784 2.2731576714319 -0.164680017051338 0.869195846302617 0.999763820671814
ENSG00000004455.16 169.880697448364 0.409549425857213 0.593090199491997 0.690534806017713 0.489857929526074 0.914783339307118
ENSG00000004478.7 704.910090444888 0.556171966822169 0.656310236356168 0.847422356094937 0.39675974784836 0.827759323558587
ENSG00000004487.15 944.988476904778 1.31114223373381 0.488144534507292 2.68597134874656 0.00723192899436625 0.0563438632684618
ENSG00000004534.14 283.937439805224 -0.839315919050564 1.10626520444161 -0.758693228062081 0.448036088808384 0.878978255230222
ENSG00000004660.14 19.0163599103497 -3.63892333086818 1.24987278941513 -2.9114349569695 0.00359772803917914 0.0318116570095672
ENSG00000004700.15 417.813286578925 -0.207160518263752 0.856233103131988 -0.241944065822714 0.808823504660388 0.999763820671814
ENSG00000004766.15 204.87598237332 0.289989187287887 1.75106138262096 0.16560766525148 0.868465714598418 0.999763820671814
ENSG00000004779.9 618.230932111506 0.710805311603636 0.438553128508238 1.62079635373137 0.105061320767578 0.372697956236738
ENSG00000004864.13 154.486196064158 -7.14735390975881 1.18904180457041 -6.01101986682551 1.84359808954376e-09 6.7220938341292e-08
ENSG00000004866.19 148.893519242334 1.15810278269618 0.876651684523963 1.32105236679611 0.186483903979174 0.538713369403392
ENSG00000004897.11 443.273185511671 -1.19833825943557 0.444813624491131 -2.69402327953976 0.00705952338233412 0.0552582677241719
ENSG00000004961.14 239.464938666169 -0.0781940942005329 2.38991526125728 -0.0327183542731121 0.973899187133266 0.999763820671814
ENSG00000004975.11 180.183239329042 1.15482430047936 0.556024134863563 2.07693196764333 0.0378078387700612 0.194622102871024
ENSG00000005007.12 678.508774743195 -0.302085007350663 2.6254757778774 -0.115059148477419 0.90839823958548 0.999763820671814
