baseMean log2FoldChange lfcSE stat pvalue padj
ENST00000173527.5_129094767_129112998_894 166.01011959453 0.085834477502762 0.320927689763015 0.26745737510573 0.789117028807675 0.993734645869831
ENST00000174653.3_42154688_42169058_1254 77.0369822118352 -9.15019076977224 1.49703075314592 -6.11222631902763 9.82507109269902e-10 5.4005263127428e-09
ENST00000175091.4_20033208_20051520_699 1346.65444041687 -0.405598078895851 3.10456879912246 -0.130645543758121 0.896055712757931 0.993734645869831
ENST00000175506.8_97852262_97869156_1683 374.353355908623 -0.503991611365864 2.64309273678622 -0.190682530488383 0.848774326207882 0.993734645869831
ENST00000176643.10_19648972_19675569_1455 511.317887024061 -0.695171145910176 2.66584468689753 -0.260769559954825 0.794270220085456 0.993734645869831
ENST00000176763.9_172044885_172188042_2904 257.32172362553 -0.15217847922625 0.587607251610353 -0.258979920362114 0.795650733317569 0.993734645869831
ENST00000177742.7_1772224_1773119_675 459.408905092228 -0.151988961103193 0.401338778378373 -0.378704897935133 0.704907015795055 0.993734645869831
ENST00000178638.7_63326288_63381720_1062 99.379646730799 -1.36731517303884 2.63358750438345 -0.519183498085037 0.603632785468131 0.993734645869831
ENST00000179259.5_4321272_4352688_810 81.5491111816149 -0.445083841466248 2.20489179682464 -0.201861988015572 0.8400246194588 0.993734645869831
ENST00000181796.6_14521193_14774663_918 158.643614473444 0.581818232576711 0.516371669803353 1.12674313212861 0.259851100459709 0.920250961951654
ENST00000182377.8_29270450_29333791_1545 107.208642591427 -9.4837995454492 1.57053801817332 -6.03856731623712 1.55488560387191e-09 8.27992628669221e-09
ENST00000182527.3_52503200_52576915_1110 68.8765657327311 -0.985781096827318 2.66771411114356 -0.369522765842682 0.711738107347796 0.993734645869831
ENST00000184266.2_120596360_120602267_387 834.19750562775 0.515492194269271 0.470444068842318 1.09575660192254 0.273185305078059 0.956220781705292
ENST00000184956.10_60043566_60078914_3543 311.987295567066 -11.0368965149767 1.47179481941719 -7.49893692338661 6.43374760278517e-14 1.26211065010785e-12
ENST00000185150.8_53787211_53817966_1449 316.692404229154 0.287628561827233 4.01574666995505 0.0716251759552484 0.942900204013036 0.99637935119422
ENST00000186436.9_97757102_97995662_5649 709.417386144591 -11.9310075753358 1.47490402866245 -8.08934503091414 5.99864219196521e-16 2.79198269052662e-14
ENST00000188312.6_100200852_100223912_1188 269.743896984065 -10.621331312542 1.5119072447146 -7.02512098521423 2.13880837059046e-12 2.45842283326159e-11
ENST00000188376.9_98593979_98601525_1083 2833.46510476882 -2.26059152709618 3.01348155843768 -0.750159403088622 0.453158706019122 0.993734645869831
ENST00000189444.10_102395960_102402373_2697 197.449077672702 -9.79738790416311 1.50665784604616 -6.50272915637339 7.88757342545113e-11 5.60318151894373e-10
ENST00000190611.8_178306185_178395556_2802 175.496142630945 -9.80274529754966 1.61282445748409 -6.07799891182291 1.21691581037988e-09 6.58915996857295e-09
ENST00000191018.9_45891569_45898447_1440 1606.68839330551 -12.7697740012694 1.46988445090857 -8.68760397688136 3.70163574035707e-18 5.10575100582689e-16
ENST00000192788.5_34792251_34872435_4320 129.70012806224 -9.66941169489411 1.49148187516383 -6.48309031166202 8.98626695788703e-11 6.26107097726183e-10
ENST00000193403.10_68874862_68979056_2676 8403.51202844661 -1.07634385073869 3.26732192195688 -0.329426936325282 0.741833010728839 0.993734645869831
ENST00000194118.8_141923942_141938756_1545 182.334950173492 -0.17644629338429 3.69986986895449 -0.047689864680065 0.961963411727006 0.99870915295345
ENST00000194155.6_141094791_141097184_2394 142.035250525316 -1.04591491607789 2.76255215885921 -0.378604585880396 0.704981516218915 0.993734645869831
ENST00000194214.9_53921654_53940082_432 286.608273969411 -10.9316454802641 1.47234799029983 -7.42463436109147 1.13091889520175e-13 2.03367421606852e-12
ENST00000194900.8_70445202_70502266_2547 132.36465547313 -9.76957084886099 1.48138790030948 -6.5948769034903 4.25608846152888e-11 3.2727639583818e-10
ENST00000196061.4_11934780_11974805_2181 1665.46738209574 -0.581497555306245 0.476640291480333 -1.21999244650562 0.222467738335221 0.815899891196739
ENST00000196371.9_41731732_41870358_1560 94.5264220592206 -1.18982329214722 2.37138742400249 -0.501741419434114 0.615849424938583 0.993734645869831
ENST00000196551.7_58388138_58394747_612 3340.42802779138 -13.4851957410031 1.50064219599631 -8.98628319061098 2.55732481565503e-19 6.84097303969618e-17
ENST00000198939.6_16519162_16542378_2781 366.370157251768 -1.19083452199476 2.82458932132502 -0.421595632683386 0.67332019457611 0.993734645869831
ENST00000199320.8_62389013_62403772_939 246.302335012879 0.695132025287168 0.80505470611351 0.863459364945513 0.387884951889598 0.993734645869831
ENST00000199389.10_6024676_6059083_1890 961.988621743539 -11.4928712271395 1.46160503494436 -7.86318530134027 3.7448640159711e-15 1.21093081483471e-13
ENST00000199448.8_37920940_37950393_672 121.3544524692 -0.471336565335711 2.69543633075666 -0.174864662896117 0.861185977328949 0.993734645869831
ENST00000199706.12_367678_370218_768 358.938704031239 0.00597157564064803 0.367765425736529 0.0162374579630173 0.987044952264398 0.999431482310743
ENST00000199814.8_150691754_150700985_1260 279.899364406572 -10.9846308881478 1.49140319485383 -7.36529928730935 1.76749874406393e-13 2.95882864975e-12
ENST00000199936.8_82035425_82098433_1161 203.7683638654 -0.631957959138141 0.837095876346171 -0.75494095359371 0.450284411624636 0.993734645869831
ENST00000200135.7_113733697_113773666_2337 369.739358688782 -11.15958063448 1.51811452002383 -7.35094782856356 1.96806232557931e-13 3.22981954128152e-12
ENST00000200181.7_75724704_75757552_5466 819.880948492272 -2.3121382452271 2.80965173081491 -0.8229269912241 0.410549512537337 0.993734645869831
ENST00000200639.8_120431326_120469169_1230 1447.90333096308 0.331144174260347 0.281188429030743 1.17765932048414 0.23893245054538 0.861373276312728
ENST00000201015.8_27963347_27969494_525 133.99542991472 -11.0048503023403 1.4836305060825 -7.41751417028923 1.1933892405298e-13 2.12968512513144e-12
ENST00000201031.2_56629545_56638010_1350 254.030654125979 -11.0664686778183 1.55117375630742 -7.13425471055036 9.73129828497312e-13 1.23585194328108e-11
ENST00000202017.5_31945810_31951961_399 232.551988702001 -0.313848992549354 2.57240525233761 -0.12200604561204 0.902894230336966 0.993734645869831
ENST00000202028.9_36175560_36229337_2337 246.560318487667 -0.762385471515695 2.58266804144705 -0.295192978455155 0.767846465519349 0.993734645869831
ENST00000202773.13_112405227_112408656_864 767.52709293231 -1.51900569552035 0.691729196959421 -2.19595428702059 0.028095215488275 0.121814929891288
ENST00000202816.5_13714877_13783140_2553 331.522597471266 -0.206098471955397 4.25313986918588 -0.0484579577193277 0.961351269934337 0.99870915295345
