gene_id	count
ENSG00000001084.10	7
ENSG00000001629.9	18
ENSG00000001630.15	10
ENSG00000003056.7	13
ENSG00000003393.14	17
ENSG00000003436.14	28
ENSG00000004139.13	6
ENSG00000004399.12	10
ENSG00000004478.7	48
ENSG00000004777.18	11
ENSG00000004866.19	10
ENSG00000004897.11	44
ENSG00000005073.5	21
ENSG00000005075.15	30
ENSG00000005206.16	15
ENSG00000005339.14	9
ENSG00000005801.16	27
ENSG00000005810.17	5
ENSG00000006125.16	18
ENSG00000006530.15	11
ENSG00000006555.10	8
ENSG00000006740.16	5
ENSG00000007047.14	10
ENSG00000007516.13	7
ENSG00000007541.16	11
ENSG00000007968.6	11
ENSG00000008130.15	33
ENSG00000008277.14	23
ENSG00000008382.15	11
ENSG00000008513.14	23
ENSG00000008517.16	7
ENSG00000008710.18	18
ENSG00000009335.17	19
ENSG00000009780.15	6
ENSG00000010318.20	16
ENSG00000010361.13	11
ENSG00000011021.21	9
ENSG00000011258.15	8
ENSG00000011347.9	6
ENSG00000011426.10	31
ENSG00000011638.10	6
ENSG00000012061.15	9
ENSG00000012171.18	14
ENSG00000012232.8	58
ENSG00000012822.15	20
ENSG00000012963.14	8
ENSG00000012983.11	19
ENSG00000013561.17	27
ENSG00000015285.10	6
ENSG00000015532.9	9
ENSG00000016402.13	13
ENSG00000016864.17	19
ENSG00000018408.14	9
ENSG00000018699.11	7
ENSG00000020181.17	8
ENSG00000020922.12	21
ENSG00000021300.13	9
ENSG00000023191.16	32
ENSG00000025293.16	7
ENSG00000025434.18	12
ENSG00000025770.18	9
ENSG00000026508.16	7
ENSG00000026652.13	12
ENSG00000027075.13	28
ENSG00000027847.13	19
ENSG00000029534.19	19
ENSG00000029725.16	57
ENSG00000030110.12	68
ENSG00000034677.12	21
ENSG00000035115.21	10
ENSG00000036672.15	16
ENSG00000038219.12	14
ENSG00000038532.14	5
ENSG00000039068.18	5
ENSG00000039319.16	10
ENSG00000039650.10	20
ENSG00000040199.18	9
ENSG00000040275.16	12
ENSG00000040341.17	13
ENSG00000040487.12	29
ENSG00000041982.15	7
ENSG00000042317.16	15
ENSG00000046647.13	20
ENSG00000047188.15	10
ENSG00000047249.16	12
ENSG00000047346.12	6
ENSG00000047365.11	12
ENSG00000047578.12	12
ENSG00000048028.11	19
ENSG00000048392.11	14
ENSG00000048471.13	14
ENSG00000048649.13	34
ENSG00000048991.16	27
ENSG00000049130.13	8
ENSG00000049541.10	40
ENSG00000049618.22	30
ENSG00000049759.17	10
ENSG00000049883.14	6
ENSG00000050344.8	34
ENSG00000050405.13	10
ENSG00000050820.16	17
ENSG00000051108.14	9
ENSG00000051825.14	26
ENSG00000052749.13	8
ENSG00000053254.15	19
ENSG00000054179.11	15
ENSG00000054282.15	16
ENSG00000054611.13	27
ENSG00000054654.15	17
ENSG00000055147.18	11
ENSG00000055163.19	8
ENSG00000055917.15	36
ENSG00000057663.13	13
ENSG00000057704.11	14
ENSG00000058600.15	12
ENSG00000059122.16	37
ENSG00000059145.18	18
ENSG00000060642.10	17
ENSG00000061656.9	16
ENSG00000062485.18	11
ENSG00000063169.10	14
ENSG00000063761.15	11
ENSG00000064012.21	27
ENSG00000064309.14	5
ENSG00000064545.14	10
ENSG00000064666.14	18
ENSG00000064687.12	19
ENSG00000064763.10	9
ENSG00000065268.10	16
ENSG00000065457.10	12
ENSG00000065615.13	22
ENSG00000066084.12	12
ENSG00000066427.21	53
ENSG00000066629.16	8
ENSG00000066651.17	26
ENSG00000067191.15	12
ENSG00000067798.14	7
ENSG00000067955.13	19
ENSG00000068028.17	41
ENSG00000068097.14	14
ENSG00000068323.16	33
ENSG00000068400.13	12
ENSG00000068654.15	8
ENSG00000068885.14	33
ENSG00000069329.15	12
ENSG00000069424.14	7
