gene_id	count
ENSG00000001084.10	9
ENSG00000004766.15	21
ENSG00000004777.18	6
ENSG00000004799.7	11
ENSG00000004864.13	6
ENSG00000004897.11	10
ENSG00000005075.15	14
ENSG00000005187.11	7
ENSG00000005189.19	7
ENSG00000005206.16	14
ENSG00000005238.19	7
ENSG00000005302.17	14
ENSG00000005483.20	14
ENSG00000006015.17	15
ENSG00000006194.9	15
ENSG00000006282.20	6
ENSG00000006695.10	8
ENSG00000006747.14	5
ENSG00000007047.14	5
ENSG00000007168.12	19
ENSG00000007384.15	8
ENSG00000007392.16	12
ENSG00000007541.16	15
ENSG00000007545.15	12
ENSG00000007968.6	7
ENSG00000008382.15	11
ENSG00000008513.14	26
ENSG00000008517.16	7
ENSG00000008710.18	5
ENSG00000008735.13	7
ENSG00000009335.17	9
ENSG00000009830.11	6
ENSG00000010072.15	12
ENSG00000010318.20	6
ENSG00000010361.13	11
ENSG00000011009.10	7
ENSG00000011143.16	15
ENSG00000011198.7	11
ENSG00000011258.15	8
ENSG00000011295.15	30
ENSG00000011332.19	6
ENSG00000011566.14	14
ENSG00000011677.12	5
ENSG00000012822.15	10
ENSG00000012963.14	22
ENSG00000013364.18	6
ENSG00000013374.15	8
ENSG00000013375.15	12
ENSG00000014138.8	6
ENSG00000015133.18	23
ENSG00000015479.17	11
ENSG00000016864.17	18
ENSG00000018189.12	9
ENSG00000018408.14	9
ENSG00000018699.11	9
ENSG00000019485.12	11
ENSG00000020181.17	6
ENSG00000020256.19	29
ENSG00000021762.19	7
ENSG00000021826.14	9
ENSG00000023191.16	16
ENSG00000024422.11	6
ENSG00000025156.12	18
ENSG00000025293.16	9
ENSG00000025434.18	10
ENSG00000025770.18	9
ENSG00000025796.13	8
ENSG00000026103.20	5
ENSG00000026297.15	24
ENSG00000027697.13	22
ENSG00000028528.14	16
ENSG00000028839.9	7
ENSG00000029363.15	9
ENSG00000029725.16	13
ENSG00000030110.12	24
ENSG00000031081.10	5
ENSG00000032219.18	9
ENSG00000032389.12	13
ENSG00000033800.13	8
ENSG00000034677.12	11
ENSG00000035141.7	17
ENSG00000036257.12	8
ENSG00000036549.12	9
ENSG00000039123.15	15
ENSG00000040199.18	16
ENSG00000040341.17	9
ENSG00000040531.14	6
ENSG00000041353.9	10
ENSG00000041982.15	8
ENSG00000042317.16	6
ENSG00000043093.13	15
ENSG00000046647.13	7
ENSG00000047648.21	7
ENSG00000048342.15	7
ENSG00000048405.9	5
ENSG00000048991.16	9
ENSG00000049130.13	8
ENSG00000049167.13	9
ENSG00000049246.14	10
ENSG00000049618.22	16
ENSG00000049883.14	6
ENSG00000050820.16	6
ENSG00000052126.14	8
ENSG00000052795.12	6
ENSG00000053524.11	8
ENSG00000053900.10	6
ENSG00000054282.15	10
ENSG00000054392.12	8
ENSG00000056558.10	6
ENSG00000058600.15	14
ENSG00000059122.16	8
ENSG00000059145.18	5
ENSG00000059378.12	38
ENSG00000059691.11	6
ENSG00000060069.16	12
ENSG00000060642.10	9
ENSG00000061273.17	26
ENSG00000061938.16	13
ENSG00000062485.18	37
ENSG00000062725.9	13
ENSG00000063322.13	21
ENSG00000063587.13	11
ENSG00000064313.11	8
ENSG00000064490.13	7
ENSG00000064545.14	7
ENSG00000064607.16	6
ENSG00000064652.10	9
ENSG00000064703.11	5
ENSG00000064763.10	6
ENSG00000065457.10	16
ENSG00000065665.20	10
ENSG00000065802.11	11
ENSG00000065809.13	25
ENSG00000066379.14	7
ENSG00000066422.4	9
ENSG00000066427.21	9
ENSG00000066629.16	18
ENSG00000066651.17	6
ENSG00000066926.10	18
ENSG00000066933.15	8
ENSG00000067066.16	11
ENSG00000067113.16	6
ENSG00000067191.15	6
ENSG00000067365.14	15
ENSG00000067798.14	16
ENSG00000067840.12	6
ENSG00000067955.13	17
ENSG00000068001.13	9
ENSG00000068024.16	5
ENSG00000068120.14	23
ENSG00000068137.14	23
ENSG00000068323.16	17
ENSG00000068383.18	6
ENSG00000068724.15	8
ENSG00000068745.14	34
ENSG00000068885.14	9
ENSG00000068903.19	8
ENSG00000069424.14	9
ENSG00000069493.14	5
ENSG00000069702.10	6
ENSG00000069712.11	13
ENSG00000069849.10	9
ENSG00000069943.9	5
ENSG00000070669.16	6
ENSG00000070718.11	7
ENSG00000070950.9	16
ENSG00000071082.10	103
ENSG00000071655.17	26
ENSG00000071889.16	8
ENSG00000071967.11	6
ENSG00000072195.14	8
ENSG00000072210.18	55
ENSG00000072310.16	6
ENSG00000072609.17	7
ENSG00000072786.12	24
ENSG00000072864.13	9
ENSG00000073050.11	20
ENSG00000073350.13	7
ENSG00000073417.14	18
ENSG00000073584.18	8
ENSG00000073614.12	6
ENSG00000073670.13	7
ENSG00000073921.17	14
ENSG00000074356.16	7
ENSG00000074582.12	36
ENSG00000074657.13	6
ENSG00000074935.13	8
ENSG00000075234.16	10
ENSG00000075240.16	6
ENSG00000075292.18	5
ENSG00000075399.13	5
ENSG00000075711.20	11
ENSG00000076258.9	11
ENSG00000076555.15	11
ENSG00000076604.14	25
ENSG00000076650.6	6
ENSG00000076928.17	10
ENSG00000076944.15	25
ENSG00000077238.13	17
ENSG00000077254.14	10
ENSG00000077782.19	12
ENSG00000078043.15	11
ENSG00000078070.12	6
ENSG00000078081.7	8
ENSG00000078124.11	13
ENSG00000078304.19	9
ENSG00000078399.16	15
ENSG00000078403.16	5
ENSG00000078596.10	10
ENSG00000078699.21	8
ENSG00000079246.15	21
ENSG00000079277.19	11
ENSG00000079337.15	8
ENSG00000079999.13	13
ENSG00000080298.15	5
ENSG00000080815.18	18
ENSG00000080823.21	11
ENSG00000080839.11	30
ENSG00000080854.14	5
ENSG00000080986.12	22
ENSG00000081189.14	10
ENSG00000081307.12	18
ENSG00000081320.10	11
ENSG00000081386.12	6
ENSG00000081665.13	7
ENSG00000081818.3	5
ENSG00000081842.17	10
ENSG00000082014.16	5
ENSG00000082126.17	8
ENSG00000082146.12	12
ENSG00000082438.15	13
ENSG00000082781.11	7
ENSG00000083099.10	13
ENSG00000083223.17	5
ENSG00000083799.17	5
ENSG00000084093.15	15
ENSG00000084112.14	11
ENSG00000084444.13	9
ENSG00000084693.15	6
ENSG00000085224.21	37
ENSG00000085365.17	10
ENSG00000085382.11	15
ENSG00000085644.13	6
ENSG00000085760.14	12
ENSG00000085788.13	18
ENSG00000086062.12	12
ENSG00000086200.16	5
ENSG00000086289.11	14
ENSG00000086504.15	7
ENSG00000086619.13	8
ENSG00000086666.18	26
ENSG00000087076.8	8
ENSG00000087077.12	8
ENSG00000087087.18	8
ENSG00000087157.18	7
ENSG00000087263.16	21
ENSG00000087266.15	12
ENSG00000087460.23	42
ENSG00000088038.17	8
ENSG00000088179.8	10
ENSG00000088256.8	9
ENSG00000088280.18	7
ENSG00000088367.21	9
ENSG00000088387.18	8
ENSG00000088832.15	44
ENSG00000088899.14	11
ENSG00000089006.16	9
ENSG00000089091.16	6
ENSG00000089177.18	12
ENSG00000089737.15	23
ENSG00000090097.20	6
ENSG00000090316.15	33
ENSG00000090661.11	7
ENSG00000090905.18	26
ENSG00000090971.4	15
ENSG00000090975.12	10
ENSG00000091651.8	5
ENSG00000091656.15	8
ENSG00000091732.15	6
ENSG00000091844.7	10
ENSG00000092098.16	19
ENSG00000092201.9	12
ENSG00000092203.13	9
ENSG00000092330.15	9
ENSG00000092847.11	6
ENSG00000092871.16	18
ENSG00000092931.11	9
ENSG00000093009.9	16
ENSG00000094631.18	17
ENSG00000094841.13	15
ENSG00000095066.11	17
ENSG00000095383.19	6
ENSG00000095637.21	6
ENSG00000095739.10	6
ENSG00000095794.19	21
ENSG00000095906.16	6
ENSG00000095951.16	9
ENSG00000096093.15	8
ENSG00000096872.15	7
ENSG00000099326.8	11
ENSG00000099330.8	6
ENSG00000099364.16	13
ENSG00000099377.13	13
ENSG00000099785.10	6
ENSG00000099797.12	39
ENSG00000099849.14	7
ENSG00000099899.14	8
ENSG00000099910.16	11
ENSG00000099949.18	13
ENSG00000099956.18	21
ENSG00000099968.17	7
ENSG00000099994.10	24
ENSG00000100036.12	7
ENSG00000100068.11	5
ENSG00000100083.18	13
ENSG00000100109.16	8
ENSG00000100116.16	10
ENSG00000100124.13	9
ENSG00000100151.15	10
ENSG00000100226.15	8
ENSG00000100281.13	8
ENSG00000100284.20	12
ENSG00000100307.12	8
ENSG00000100325.14	26
ENSG00000100335.13	7
ENSG00000100364.18	13
ENSG00000100372.14	7
ENSG00000100379.17	8
ENSG00000100393.11	6
ENSG00000100416.12	7
ENSG00000100445.17	12
ENSG00000100461.17	37
ENSG00000100473.15	11
ENSG00000100523.14	16
ENSG00000100558.8	9
ENSG00000100578.14	11
ENSG00000100599.15	6
ENSG00000100603.13	12
ENSG00000100629.16	8
ENSG00000100784.10	8
ENSG00000100802.14	6
ENSG00000100811.11	14
ENSG00000100897.17	25
ENSG00000100938.17	25
ENSG00000100949.14	12
ENSG00000101000.5	16
ENSG00000101017.13	15
ENSG00000101019.21	13
ENSG00000101115.12	6
ENSG00000101407.12	9
ENSG00000101452.14	18
ENSG00000101596.14	8
ENSG00000101608.12	49
ENSG00000101624.10	19
ENSG00000101782.14	19
ENSG00000101842.13	6
ENSG00000101849.15	6
ENSG00000101901.11	34
